NewsID,Category,Subcategory,Title
N36390,sports,football_ncaa,uh redshirt tracker sitting far others way
N44573,news,newsscienceandtechnology,dayton airport double number charter passenger since
N13693,news,newspolitics,top defense republican trump vivid statement baghdadi a little uncomfortable
N10398,health,health-news,even minute exercise week may lessen risk dementia
N25127,lifestyle,lifestylehoroscope,one word mantra need thanksgiving based zodiac sign
N13712,health,weightloss,weight loss tip work viewer lost pound
N52293,tv,tv-gallery,action packed show deserve spot must watch list
N43677,music,music-celebrity,cody simpson gush miley cyrus we very happy
N43465,travel,travelarticle,new river rock bar grille hiring gearing open along great miami
N30194,travel,travelnews,newark airport new terminal project pass major milestone
N27667,sports,football_nfl,patriot tight end v raven
N3270,news,newsopinion,nixon impeachment saga teach u trump
N53353,lifestyle,shop-all,best cbd vape pen
N36457,autos,autostrucks,ford f spied towing trailer rocky mountain
N8610,finance,finance-savemoney,thing prove cheaper always better
N35585,lifestyle,lifestylebuzz,month loose elusive emu finally spotted north carolina
N30965,news,newspolitics,support drop medicare increase public option
N59437,lifestyle,lifestyleroyals,sweden princess madeleine reacts kid royal title removed i think good
N1606,sports,football_nfl,ten thought nfl bear
N4570,health,health-news,get flu shot walmart cv walgreens
N37987,foodanddrink,tipsandtricks,unexpected item chef never refrigerate
N54012,foodanddrink,restaurantsandnews,miss under the radar restaurant every state
N44438,sports,football_nfl,ramsey promise ram holdout
N40813,sports,baseball_mlb_videos,steve phillips preview game world series
N47357,lifestyle,lifestylecareer,woman battled workplace discrimination
N9138,sports,baseball_mlb,aaron judge want one back
N4978,news,newsus,democratic debate impeachment inquiry deadline thing know tuesday
N2770,sports,racing,clutch playoff driver critical situation
N3906,health,voices,tested positive alzheimer gene age
N29824,finance,finance-savemoney,grocery shopping mistake want make
N14720,video,animals,dog perplexed stuffed animal lookalike
N21453,sports,football_nfl_videos,nfl power ranking rodgers look like legit mvp eagle serious problem
N2336,sports,football_nfl,michael bennett sound suspension trade rumor role patriot
N34300,lifestyle,lifestylediy,genius home improvement project hour or le
N32180,news,newsus,simsbury police chief recommends firing sergeant malicious gossip lack respect truthfulness
N51363,sports,football_nfl,trying talk picking brown thing consider
N1145,health,nutrition,trying lose weight morning meal better evening one
N34544,movies,movievideo,trailer bombshell
N52876,news,newspolitics,rep collins house impeachment vote confirms everything democrat wrong
N44940,autos,autosclassics,garage full rare mopar gold
N57751,sports,baseball_mlb,jose altuve walk off bomb aroldis chapman end yankee season failure
N26634,sports,football_nfl,ref blow whistle early cost bucs late go ahead td titan win
N19818,lifestyle,lifestyleroyals,royal invite u inside palatial home see photo
N32202,finance,finance-real-estate,world best private beach actually buy
N5551,news,newsus,dallas tv station apologizes interrupting cowboy coverage tornado warning
N35993,lifestyle,lifestyleparenting,real mom deal parental burnout
N36357,sports,football_nfl,jalen ramsey express desire stay ram for year year come
N24959,video,science,army ant get trapped death circle
N29740,music,music-celebrity,detailed list gwen stefani blake shelton cutest moment
N62357,sports,football_ncaa,fan fall upper deck oklahoma state iowa state game
N45102,foodanddrink,restaurantsandnews,eat drink way mgm grand hour
N38064,travel,traveltips,dodging sticky finger outfox pickpocket
N49210,sports,football_nfl,bill belichick expects nfl close loophole patriot exploited v jet
N49345,autos,autosresearchguides,top cheapest new car worth driving
N31851,lifestyle,lifestylepets,advice pet knowing time say goodbye pet
N47341,sports,basketball_nba,al horford ring sixer career style win former boston celtic teammate
N36630,news,newsus,thousand showed funeral veteran family truth came out
N55663,autos,autosnews,land rover defender leak set james bond film
N53095,travel,traveltripideas,beautiful natural wonder every state
N30886,sports,football_nfl,bengal a j green hope make week return
N47699,news,newsworld,photo relative grieve site mexican ambush mormon family
N31637,lifestyle,lifestylepetsanimals,stunning wildlife photo make see animal whole new light
N30816,autos,autossuvs,ford bronco know far
N44067,lifestyle,shop-holidays,shop creative gift mom amazon
N18908,entertainment,entertainment-books,newly translated novel chart dizzying transformation independent oman
N64215,sports,basketball_ncaa,football tracking north jersey best player going college
N56359,sports,basketball_nba,lebron james undermines value comment daryl morey china
N39032,news,newsscienceandtechnology,photo battle iphone pro dslr might surprise
N38336,health,weightloss,guy lost pound got ripped thanks simplified diet
N21744,finance,finance-retirement,way reduce debt money retirement
N6288,news,newsbusiness,gov northam launch opportunity virginia
N18929,sports,football_nfl_videos,jaguar v bengal highlight week
N46858,travel,travel-videos,bumpy ride avoid getting middle seat plane
N53570,health,wellness,study find main personality type one you
N49907,news,newscrime,caught camera wrecker lead deputy wild chase
N33853,sports,football_ncaa,oklahoma show might season knock alabama clemson win title
N46454,sports,basketball_nba,westbrook say anything playing thunder
N30766,news,newsus,brunch bill enjoy wide support around atlanta election day voting fail one city
N30891,lifestyle,lifestyleparenting,old fashioned manner kid longer taught
N48304,entertainment,celebrity,week celebrity photo oct
N46397,news,newsus,american airline flight attendant arrested miami airport found k cash
N4681,movies,movies-gallery,best iscream queen horror ever
N41648,sports,football_ncaa,takeaway oklahoma win texas red river showdown
N23198,tv,tvnews,eddie murphy share finally hosting isaturday night live exclusive
N1398,news,newsus,iowa woman killed explosion gender reveal party
N62982,sports,baseball_mlb,washington national pitcher join long line champion athlete turning white house visit
N28406,health,weightloss,i would always crave next meal lb woman used eat breathe look almost unrecognizable overhauling diet losing nearly lb
N29569,sports,racing,power ranking round open bang texas tap
N24416,news,newsscienceandtechnology,google fix bug uploads free full quality iphone pic photo
N62092,entertainment,gaming,marvel avenger game release date news trailer first impression
N45715,lifestyle,lifestylehomeandgarden,hottest paint color right now according google
N21185,lifestyle,shop-holidays,walmart say toy every kid want holiday season
N14028,travel,traveltripideas,famous movie landmark see l a
N28552,finance,financenews,solidarity pay dividend gm settlement
N13843,news,newsweather,magnitude earthquake rock near pleasant hill
N25873,sports,baseball_mlb,national rode rotation world series title
N16521,sports,basketball_ncaa,couch getting exposed champion classic part msu final four process
N16029,autos,autosnews,genesis ev crossover test mule spied wearing kia clothes
N61456,health,health-news,alzhemier risk may higher people eat trans fat
N32593,autos,autosenthusiasts,mercedes amg unveils powerful four cylinder engine ever
N27013,movies,movies-gallery,movie remake totally flopped
N8753,finance,finance-real-estate,super low mortgage rate could even lower
N34930,health,nutrition,vegetable eat raw
N11348,foodanddrink,restaurantsandnews,customer trolling papa john jack o lantern pizza
N19312,sports,baseball_mlb,mlb playoff national howie kendrick keep playing postseason hero
N14641,movies,movievideo,trailer queen slim
N5003,news,newscrime,teen tried adult foot log pushed cliff killing woman ohio state park
N2193,news,newsopinion,newt gingrich pelosi announces trump impeachment inquiry vote lookout
N15976,sports,soccer,alex morgan pregnant due month tokyo olympics
N11350,finance,finance-savemoney,thing consider cutting cord
N21491,weather,weathertopstories,climate change primed california power shutdown
N44436,sports,mma,watch jonas bilharinho spectacular flying knee knockout future fc
N14505,sports,football_nfl,bronco insider brandon allen next case keenum look qb scouting report nfl draft
N37766,travel,traveltripideas,grand gothic cathedral gorgeous neoclassical chapel best church paris
N46950,lifestyle,lifestylebuzz,blonde hair color fall take straight stylist
N17423,sports,football_nfl,kyle shanahan gave dad mike game ball win washington
N18936,news,newscrime,wisconsin secretary stabbed time murder never solved
N7234,lifestyle,lifestylefamilyandrelationships,way grandchild change life
N28111,health,weightloss,lifting weight better cardio weight loss
N1459,sports,football_nfl,raider bye learned
N31444,health,voices,year doctor kept telling pm turned brain cancer
N60392,sports,football_nfl,arthur blank take next couple week evaluate everything
N63577,lifestyle,lifestylehomeandgarden,thing know home
N41860,lifestyle,shop-apparel,best fall fashion trend available size
N7941,movies,movievideo,trailer like bos
N26632,travel,travelnews,disney apologizes guest skyliner nightmare indication reopening
N16384,foodanddrink,restaurantsandnews,fast food chain best fry according customer
N4972,news,newsus,nyc council subcommittee vote close rikers island open borough based jail
N54786,sports,football_nfl,week post game wrap
N4209,health,nutrition,sign getting enough potassium
N57899,health,wellness,unhealthiest zip code dallas county
N8370,lifestyle,shop-home-goods,target selling much halloween decor headed now
N51077,sports,football_nfl,drew brees injury update saint qb thumb plan play v cardinal
N7645,lifestyle,lifestyledidyouknow,optical illusion make brain hurt
